name,ratings,location1,location2,est. bill amt.,cuisine1,cuisine2,cuisine3
The GIG - Restro Cafe,,Rajarhat,24 Parganas North,"1,000 for 2 (approx)",North Indian,Chinese,Fast Food
Kolkata Pantry,,Jadavpur,South Kolkata,"1,000 for 2 (approx)",Chinese,North Indian,Bengali
Gupta Brothers,,Santoshpur,South Kolkata,700 for 2 (approx),North Indian,Desserts,Fast Food
Gupta Brothers Restaurant,,Salt Lake,East Kolkata,"1,100 for 2 (approx)",North Indian,Chinese,Biryani
Dragon Spices,,Tollygunge,South Kolkata,400 for 2 (approx),Bengali,Chinese,North Indian
Bebo Cake Story,,Dumdum,24 Parganas North,200 for 2 (approx),Desserts,,
Momo - Chi,,Jadavpur,South Kolkata,400 for 2 (approx),Chinese,,
Monginis,,New Town,24 Parganas North,400 for 2 (approx),Desserts,Fast Food,
Golden Tree Cafe,,New Town,24 Parganas North,300 for 2 (approx),Pizza,Fast Food,Chinese
Arsalan Biryani,,New Town,24 Parganas North,150 for 2 (approx),Biryani,,
Cream & Fudge,,Metiabruz,West Kolkata,300 for 2 (approx),Desserts,Fast Food,
Tawa,,Behala,South Kolkata,450 for 2 (approx),Chinese,Fast Food,
Fuddzone,,Baghajatin,South Kolkata,500 for 2 (approx),North Indian,South Indian,Chinese
Bollywood Cafe,,Golf Green,South Kolkata,500 for 2 (approx),Continental,Fast Food,Beverages
Tea Junction,,Golf Green,South Kolkata,150 for 2 (approx),Beverages,,
Hotel Coco In,,Naktala,South Kolkata,700 for 2 (approx),North Indian,Mughlai,Chinese
Mama Mia!,,Baghajatin,South Kolkata,250 for 2 (approx),Desserts,Beverages,
Mio Amore,,Jadavpur,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Travel Club,,Dumdum,24 Parganas North,300 for 2 (approx),Fast Food,,
Cream Bell,,New Town,24 Parganas North,300 for 2 (approx),Desserts,,
7th Heaven,,Dumdum,24 Parganas North,400 for 2 (approx),Desserts,,
Macademian,,Baghajatin,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Golden Joy,,Tangra,East Kolkata,"1,500 for 2 (approx)",Chinese,Asian,
Himur Heshel,,Garia,South Kolkata,400 for 2 (approx),Bengali,Chinese,
Sarobar - The Cafe Studio,,Baghajatin,South Kolkata,900 for 2 (approx),Fast Food,Thai,
Behala Cafe,,Behala,South Kolkata,400 for 2 (approx),Chinese,North Indian,
Eatelicious,,Behala,South Kolkata,650 for 2 (approx),Chinese,Continental,Fast Food
Mio Amore,,Baghajatin,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Handi Food Court,,Behala,South Kolkata,700 for 2 (approx),Chinese,North Indian,Seafood
Handi Food Court,,Behala,South Kolkata,500 for 2 (approx),North Indian,Chinese,
Eatelicious,,Joka,24 Parganas South,600 for 2 (approx),Continental,Chinese,Fast Food
Dark Room Cafe,,Behala,South Kolkata,"1,200 for 2 (approx)",Continental,Chinese,Pizza
The Pincode,,Andul Road,Howrah,200 for 2 (approx),North Indian,Chinese,
Itraza- From The House Of Bazar Rozana,,Golf Green,South Kolkata,700 for 2 (approx),North Indian,Mughlai,Seafood
Bengal Hotel,,Behala,South Kolkata,450 for 2 (approx),Bengali,,
Foodolick,,Ajoy Nagar,South Kolkata,300 for 2 (approx),Chinese,Beverages,
Banglar Hershel,,Baghajatin,South Kolkata,700 for 2 (approx),Bengali,Chinese,
Satish Chandra Das & Sons,,Kidderpore,West Kolkata,100 for 2 (approx),Desserts,,
Night Saviour,,New Town,24 Parganas North,400 for 2 (approx),Fast Food,Italian,
Panjtara,,Kona Expressway,Howrah,900 for 2 (approx),Chinese,North Indian,Asian
Rolli Ki Toli,,Behala,South Kolkata,550 for 2 (approx),Mexican,Fast Food,
Over Da Drive Cafe,,Rajarhat,24 Parganas North,500 for 2 (approx),Fast Food,Pizza,
Mumbai Chinese & South Indian,,New Town,24 Parganas North,400 for 2 (approx),Chinese,Fast Food,
The Tea Trove,,Tollygunge,South Kolkata,250 for 2 (approx),Tea,,
Lazeez Waffle,,Jadavpur,South Kolkata,600 for 2 (approx),Desserts,,
Akssa Flavours,,Behala,South Kolkata,400 for 2 (approx),Chinese,Mughlai,Bengali
Swad Biryani,,New Town,24 Parganas North,400 for 2 (approx),North Indian,Biryani,Chinese
Sandwich And Shake Factory,,Golf Green,South Kolkata,400 for 2 (approx),Fast Food,,
Golden Mighty Cafe,,New Town,24 Parganas North,600 for 2 (approx),Italian,Pizza,Street Food
Kabuliwala,,New Town,24 Parganas North,250 for 2 (approx),Biryani,North Indian,
Spoon,,Tollygunge,South Kolkata,400 for 2 (approx),Chinese,Fast Food,
New Darjeeling Fast Food,,New Town,24 Parganas North,300 for 2 (approx),Chinese,Tibetan,
Flurys,,Dumdum,24 Parganas North,"1,300 for 2 (approx)",Desserts,Fast Food,
Arshalan Golden Biryani House,,Baghajatin,South Kolkata,200 for 2 (approx),Mughlai,Biryani,
The Tea Trove,,Tollygunge,South Kolkata,400 for 2 (approx),Tea,,
Baghajatin Dhaba,,Baghajatin,South Kolkata,500 for 2 (approx),North Indian,Chinese,Mughlai
Subal's,,Tollygunge,South Kolkata,300 for 2 (approx),Chinese,Fast Food,
Cafe Drifter,,Baghajatin,South Kolkata,800 for 2 (approx),Fast Food,Italian,
Bhajohari Ranna,,Dumdum,24 Parganas North,"1,000 for 2 (approx)",Bengali,North Indian,Chinese
B Square,,Madhyamgram,24 Parganas North,600 for 2 (approx),North Indian,Chinese,
Aahil Restaurant,,Rajarhat,24 Parganas North,500 for 2 (approx),North Indian,Biryani,
Bhajohari Ranna,,Dumdum,24 Parganas North,"1,200 for 2 (approx)",Bengali,Seafood,
Kathleen,,Tollygunge,South Kolkata,400 for 2 (approx),Desserts,Fast Food,
The Dhaba,,Jadavpur,South Kolkata,750 for 2 (approx),North Indian,Chinese,Mughlai
Nano Duzi,,Dumdum,24 Parganas North,200 for 2 (approx),Chinese,Thai,
The Dhaba,,Jadavpur,South Kolkata,800 for 2 (approx),North Indian,Chinese,Mughlai
Aminia,,Tollygunge,South Kolkata,900 for 2 (approx),Biryani,Mughlai,Chinese
Illusion,,Ajoy Nagar,South Kolkata,"3,000 for 2 (approx)",North Indian,Chinese,Finger Food
Garden Gobbler Chinese Food,,Baghajatin,South Kolkata,200 for 2 (approx),Chinese,Fast Food,Bengali
Sonargaon,,Alipore,South Kolkata,"5,000 for 2 (approx)",North Indian,Bengali,Desserts
Oh My Grill,,Behala,South Kolkata,450 for 2 (approx),Seafood,Thai,Chinese
Oh My Grill,,Behala,South Kolkata,500 for 2 (approx),Chinese,Thai,
Arabian Grill N Wraps,,"Metropolis Mall,",Santoshpur,500 for 2 (approx),Fast Food,,
Maison Rose,,Rajarhat,24 Parganas North,"1,400 for 2 (approx)",Asian,Continental,Desserts
Monginis,,Birati,24 Parganas North,400 for 2 (approx),Desserts,Fast Food,
The Sugarr and Spice,,Uttarpara,Howrah,300 for 2 (approx),Desserts,Fast Food,
Monginis,,Birati,24 Parganas North,400 for 2 (approx),Desserts,Fast Food,
Inn Side Magazine,,Tollygunge,South Kolkata,350 for 2 (approx),Fast Food,,
The Calcutta Calling,,Baghajatin,South Kolkata,400 for 2 (approx),North Indian,Chinese,
Prajna Delicacy,,Tollygunge,South Kolkata,300 for 2 (approx),South Indian,,
Maison Rose,,Baranagar,24 Parganas North,"1,200 for 2 (approx)",Asian,Continental,
Chennai Express,,Ajoy Nagar,South Kolkata,300 for 2 (approx),South Indian,Street Food,
The Sugarr and Spice,,Baghajatin,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Maa Annapurna Pure Veg,,Tollygunge,South Kolkata,250 for 2 (approx),North Indian,,
Bhikharam Chandmal,,Chandni Chowk,Central Kolkata,200 for 2 (approx),Desserts,,
Sadda Adda,,Belgharia,24 Parganas North,300 for 2 (approx),Chinese,North Indian,Bengali
Oh My Fry,,Behala,South Kolkata,200 for 2 (approx),Chinese,Fast Food,Seafood
Hao Chi,,Taratala,West Kolkata,550 for 2 (approx),Chinese,Seafood,
Maa Annapurna Pure Veg,,Tollygunge,South Kolkata,200 for 2 (approx),North Indian,,
Hao Chi,,Taratala,West Kolkata,400 for 2 (approx),Chinese,Seafood,
Rasui Birati,,Barasat,24 Parganas North,500 for 2 (approx),North Indian,Chinese,Biryani
Swissyum Concept Foods,,Tollygunge,South Kolkata,500 for 2 (approx),Desserts,Fast Food,
Wok Heaven,,Barasat,24 Parganas North,500 for 2 (approx),Chinese,Fast Food,
Tessa,4,New Town,24 Parganas North,"1,000 for 2 (approx)",North Indian,,
The Sugarr and Spice,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
The Sugarr and Spice,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Biggies Burger,,Behala,South Kolkata,310 for 2 (approx),Burger,Fast Food,Beverages
Taste Of India,,Tollygunge,South Kolkata,400 for 2 (approx),Chinese,North Indian,
Gabbar's Restaurant,,Barasat,24 Parganas North,500 for 2 (approx),Chinese,North Indian,
Mio Amore,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Gopal Ahar Bahar,,Uttarpara,Howrah,900 for 2 (approx),North Indian,Bengali,Seafood
Mio Amore,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Panna's South Indian Bistro,,Behala,South Kolkata,200 for 2 (approx),South Indian,,
Bangaliaana,,Uttarpara,Howrah,500 for 2 (approx),Bengali,,
Panna's South Indian Bistro,,Behala,South Kolkata,400 for 2 (approx),South Indian,,
Panna's South Indian Bistro,,Behala,South Kolkata,300 for 2 (approx),South Indian,,
Charcoal Eats,,Salt Lake,East Kolkata,600 for 2 (approx),Biryani,North Indian,
New Bela Arsalan Biryani House,,Rajarhat,24 Parganas North,200 for 2 (approx),Biryani,,
Mio Amore,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Domino's Pizza,,New Town,24 Parganas North,500 for 2 (approx),Fast Food,,
South Indian Coffee House,,Behala,South Kolkata,400 for 2 (approx),South Indian,,
South Indian Coffee House,,Behala,South Kolkata,400 for 2 (approx),South Indian,,
Mio Amore,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Sanjha Chulha,,Behala,South Kolkata,"1,200 for 2 (approx)",North Indian,Mughlai,
Mio Amore,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Panna's Kitchen,,Behala,South Kolkata,800 for 2 (approx),Chinese,North Indian,Bengali
South Indian Coffee House,,Behala,South Kolkata,300 for 2 (approx),South Indian,,
Panna's Pan Roll Icecream Parlour,,Behala,South Kolkata,250 for 2 (approx),Beverages,,
Chilli Pepper,,New Town,24 Parganas North,300 for 2 (approx),Biryani,Chinese,South Indian
Pannar Bangaliana,,Behala,South Kolkata,400 for 2 (approx),Bengali,,
Little Kolkata,,Baranagar,24 Parganas North,700 for 2 (approx),Bengali,North Indian,Seafood
Little Kolkata,,Baranagar,24 Parganas North,700 for 2 (approx),Bengali,Chinese,
Saptapadi,,Jadavpur,South Kolkata,"1,000 for 2 (approx)",Desserts,,
Saptapadi Restaurant,,Garia,South Kolkata,400 for 2 (approx),South Indian,,
Mio Amore,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Mio Amore,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Panna's Kitchen,,Behala,South Kolkata,"1,000 for 2 (approx)",Chinese,North Indian,Fast Food
Mio Amore,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Hungry Bite,,Belgharia,24 Parganas North,300 for 2 (approx),North Indian,Biryani,Chinese
New Ratan Biryani Centre,,Tollygunge,South Kolkata,500 for 2 (approx),Biryani,Mughlai,
The Sugarr and Spice,,Behala,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Chilli Garlic,3.6,Behala,South Kolkata,600 for 2 (approx),Chinese,Tibetan,Seafood
Mitra Cafe,,Barasat,24 Parganas North,600 for 2 (approx),North Indian,,
Z Momo,,Sodepur,24 Parganas North,200 for 2 (approx),Chinese,Tibetan,
Golden Foods,,Hooghly,North Kolkata,300 for 2 (approx),Chinese,Seafood,Fast Food
Haji Biryani,,Tollygunge,South Kolkata,200 for 2 (approx),Biryani,North Indian,
The Grub Club,,Tollygunge,South Kolkata,500 for 2 (approx),Chinese,Thai,
Chickos,,Kaikhali,24 Parganas North,"1,100 for 2 (approx)",Continental,Pizza,Asian
Tandoori Darbar,,Behala,South Kolkata,800 for 2 (approx),North Indian,Chinese,
Barbeque Nation,,Khardah,24 Parganas North,"1,800 for 2 (approx)",North Indian,Chinese,
Masala Nation,,New Town,24 Parganas North,400 for 2 (approx),North Indian,,
Madhumita Restaurant,,Tollygunge,South Kolkata,600 for 2 (approx),North Indian,Chinese,
Bong China,,Tollygunge,South Kolkata,300 for 2 (approx),Chinese,,
The 1880,,Belgharia,24 Parganas North,400 for 2 (approx),Bengali,Biryani,
4 Thali,,New Town,24 Parganas North,"1,100 for 2 (approx)",North Indian,Chinese,
Shiraz Golden Restaurant,,Park Street,Central Kolkata,700 for 2 (approx),Biryani,North Indian,
Yuan Restaurant,,Southern Avenue,South Kolkata,"1,200 for 2 (approx)",Desserts,Seafood,Beverages
Mio Amore,,New Town,24 Parganas North,300 for 2 (approx),Desserts,Fast Food,
Rimpa Restaurant,,Behala,South Kolkata,550 for 2 (approx),Biryani,Chinese,North Indian
4 Thali,,Rajarhat,24 Parganas North,600 for 2 (approx),North Indian,,
Kotal's Satyanarayan,,Tollygunge,South Kolkata,250 for 2 (approx),Desserts,,
Annapurna Hotel,,Tollygunge,South Kolkata,600 for 2 (approx),Chinese,North Indian,Biryani
Zia Resturant,,New Town,24 Parganas North,300 for 2 (approx),Biryani,North Indian,
My Second Home,,New Town,24 Parganas North,500 for 2 (approx),Chinese,North Indian,South Indian
Bawarchi,,Behala,South Kolkata,"1,500 for 2 (approx)",North Indian,Mughlai,Seafood
Nivedan,,Baghajatin,South Kolkata,500 for 2 (approx),North Indian,Mughlai,Chinese
Shanghai - Flavours Of China Town,,Baghajatin,South Kolkata,"1,100 for 2 (approx)",Asian,Desserts,
The 1880,,Uttarpara,Howrah,400 for 2 (approx),Bengali,Biryani,
Haveli Cafe,,Uttarpara,Howrah,400 for 2 (approx),North Indian,Mughlai,Chinese
4 Thali,,New Town,24 Parganas North,"1,200 for 2 (approx)",North Indian,Chinese,Italian
4 Thali,,New Town,24 Parganas North,"1,100 for 2 (approx)",North Indian,Chinese,Italian
Chufang The Kitchen,,New Town,24 Parganas North,"1,000 for 2 (approx)",North Indian,Chinese,Thai
Kerala Kuisine,,Rajarhat,24 Parganas North,400 for 2 (approx),Kerala,South Indian,
Tasty Bites,,Taratala,West Kolkata,400 for 2 (approx),North Indian,Chinese,Biryani
K2 The Restaurant,,Tollygunge,South Kolkata,700 for 2 (approx),North Indian,Chinese,Mughlai
K2 The Restaurant,,Tollygunge,South Kolkata,"1,000 for 2 (approx)",Chinese,North Indian,Seafood
Chufang The Kitchen,,New Town,24 Parganas North,"1,200 for 2 (approx)",Chinese,North Indian,Thai
Chai Bar & Lounge,,Howrah,Howrah,500 for 2 (approx),Tea,Fast Food,
Hatari Since 1966,,Behala,South Kolkata,"1,100 for 2 (approx)",Beverages,Chinese,Biryani
Suruchi,,Tollygunge,South Kolkata,300 for 2 (approx),North Indian,Chinese,Mughlai
Sharma Sweets,,Tollygunge,South Kolkata,200 for 2 (approx),North Indian,Street Food,
Sharma Sweets,,Garia,South Kolkata,200 for 2 (approx),,,
Area 40,,Tollygunge,South Kolkata,500 for 2 (approx),Continental,Italian,Fast Food
Gopal Bhar Restaurant,,New Town,24 Parganas North,300 for 2 (approx),Fast Food,North Indian,
Hungru Pizza,,Behala,South Kolkata,300 for 2 (approx),Italian,Pizza,
Hungru Pizza,,Behala,South Kolkata,300 for 2 (approx),Italian,Pizza,
Gourmet Hut,,Tollygunge,South Kolkata,550 for 2 (approx),Chinese,,
Gourmet Hut,,Tollygunge,South Kolkata,700 for 2 (approx),Chinese,,
The Village-Club Verde,,New Town,24 Parganas North,500 for 2 (approx),North Indian,Beverages,
Koshe Kosha,,Behala,South Kolkata,"1,000 for 2 (approx)",Bengali,Seafood,Mughlai
Bangaliaana,,Garia,South Kolkata,500 for 2 (approx),Bengali,,
Sumona Restaurant,,New Town,24 Parganas North,250 for 2 (approx),North Indian,Biryani,Chinese
Farmm,,Tollygunge,South Kolkata,"1,800 for 2 (approx)",Bengali,Tex Mex,North Indian
Khanti Damodaar Seth,,Behala,South Kolkata,500 for 2 (approx),Bengali,,
Mio Amore,,Sinthi,North Kolkata,300 for 2 (approx),Desserts,Fast Food,
Kachori King South Indian Cafe,,Tollygunge,South Kolkata,650 for 2 (approx),Maharashtrian,South Indian,North Indian
Kachori King,,Tollygunge,South Kolkata,250 for 2 (approx),Street Food,Beverages,Desserts
Food Way,,Naktala,South Kolkata,400 for 2 (approx),Chinese,Fast Food,
Darao Pothik Bor,,Esplanade,Central Kolkata,"1,100 for 2 (approx)",North Indian,Mughlai,Biryani
Sonamoo Restaurant,,New Town,24 Parganas North,700 for 2 (approx),Korean,Japanese,Beverages
Tiffin Express,,New Town,24 Parganas North,400 for 2 (approx),Fast Food,Street Food,Desserts
Subway,,"Eco Park,",Rajarhat,500 for 2 (approx),Fast Food,,
New United Cafe,,Behala,South Kolkata,500 for 2 (approx),South Indian,,
Chinese Food Corner,,Behala,South Kolkata,400 for 2 (approx),Chinese,,
Chez-Pan Oriental Kitchen,,Baghajatin,South Kolkata,"1,000 for 2 (approx)",Chinese,Asian,Thai
Chez-Pan Oriental Kitchen,,Baghajatin,South Kolkata,"1,100 for 2 (approx)",Chinese,Asian,Thai
New United Cafe,,Behala,South Kolkata,300 for 2 (approx),South Indian,,
New United Cafe,,Behala,South Kolkata,200 for 2 (approx),South Indian,,
Mio Amore,,Tollygunge,South Kolkata,300 for 2 (approx),Desserts,Fast Food,
Kerala Kuisine,,New Town,24 Parganas North,400 for 2 (approx),Kerala,South Indian,
Ice Choco Cafe,,Tollygunge,South Kolkata,600 for 2 (approx),Chinese,Italian,Fast Food
Tilottama Queen,,Behala,South Kolkata,400 for 2 (approx),Fast Food,South Indian,Street Food
Bamboo Restaurant,,Behala,South Kolkata,700 for 2 (approx),Chinese,Thai,North Indian
Bean's And Cream Cafe,,Behala,South Kolkata,550 for 2 (approx),North Indian,Chinese,Fast Food
Et Set Mix,,Naktala,South Kolkata,200 for 2 (approx),Chinese,Fast Food,Seafood
Buddy's Yard Cafe,,New Town,24 Parganas North,800 for 2 (approx),Tea,Beverages,Fast Food
Boulevard Restaurant Cum Bar,,Garia,South Kolkata,"1,100 for 2 (approx)",North Indian,Chinese,Asian
Igloo Cafe & Ice Cream Parlour,,Behala,South Kolkata,550 for 2 (approx),Fast Food,Desserts,
Curry Patta,,Behala,South Kolkata,500 for 2 (approx),South Indian,Chinese,Fast Food
Azad Hind Dhaba,,Park Street,Central Kolkata,"1,000 for 2 (approx)",North Indian,Chinese,
Wake and Bake,,Naktala,South Kolkata,500 for 2 (approx),Desserts,Fast Food,
Cafe By The Lane,,Garia,South Kolkata,800 for 2 (approx),Beverages,Tea,Seafood
Cakermon,,Ajoy Nagar,South Kolkata,300 for 2 (approx),Fast Food,Street Food,
Cafe Coffee Day,,Santoshpur,South Kolkata,900 for 2 (approx),Beverages,Fast Food,
Hungry Panda Cafe And Restaurant,,Behala,South Kolkata,600 for 2 (approx),Fast Food,Chinese,
Maple Room,,Garia,South Kolkata,500 for 2 (approx),North Indian,Continental,
Solace Cafe,,B B D Bagh,Central Kolkata,500 for 2 (approx),Fast Food,Desserts,
New Ratan Biryani Centre,,Tollygunge,South Kolkata,400 for 2 (approx),Biryani,Mughlai,Chinese
Ashoka Restaurant,,Behala,South Kolkata,500 for 2 (approx),Chinese,North Indian,Mughlai
Ashoka Restaurant,,Behala,South Kolkata,500 for 2 (approx),Chinese,North Indian,Mughlai
Babuana,4,Andul Road,Howrah,800 for 2 (approx),Chinese,North Indian,
Igloo Cafe & Ice Cream Parlour,,Behala,South Kolkata,700 for 2 (approx),Fast Food,Desserts,
Tea Junction,,"Rosedale Plaza,",New Town,300 for 2 (approx),Street Food,Tea,
Cafe Coffee Day,,Behala,South Kolkata,900 for 2 (approx),,,
King's Bakery,,New Town,24 Parganas North,650 for 2 (approx),Desserts,Beverages,Fast Food
King's Bakery,,New Town,24 Parganas North,700 for 2 (approx),Fast Food,Beverages,
Cafe Coffee Day,,Ranaghat,North Kolkata,850 for 2 (approx),Beverages,,
The Holy Grail,,Sodepur,24 Parganas North,500 for 2 (approx),Chinese,Fast Food,Biryani
Riders Cafe,,Sodepur,24 Parganas North,500 for 2 (approx),Chinese,Mughlai,North Indian
The Murgg Factory,,Taratala,West Kolkata,300 for 2 (approx),Fast Food,Finger Food,
Cafe Coffee Day,,New Town,24 Parganas North,800 for 2 (approx),Fast Food,Desserts,
Onion Tree,,New Town,24 Parganas North,400 for 2 (approx),Fast Food,North Indian,
Biryani Battuta,,New Town,24 Parganas North,600 for 2 (approx),Biryani,North Indian,
Machhranga,,Garia,South Kolkata,600 for 2 (approx),Chinese,Mughlai,North Indian
Babumoshai,,Madhyamgram,24 Parganas North,700 for 2 (approx),Bengali,Chinese,North Indian
Burger Mania,,Behala,South Kolkata,200 for 2 (approx),Burger,,
Chandika Food Corner,,Belgharia,24 Parganas North,300 for 2 (approx),Chinese,North Indian,
Seven Star,,New Town,24 Parganas North,800 for 2 (approx),Chinese,North Indian,Mughlai
Sholoana Bangali,,Behala,South Kolkata,"1,000 for 2 (approx)",Bengali,Seafood,Mughlai
Basil Restaurant and Cafe,,Behala,South Kolkata,400 for 2 (approx),Fast Food,Pizza,Bengali
Wow Foodieland,,Behala,South Kolkata,250 for 2 (approx),Biryani,Chinese,
Cafe Latte Restaurant,,Behala,South Kolkata,850 for 2 (approx),Chinese,Asian,Continental
Burnfield Cafe & Dinner,,Behala,South Kolkata,500 for 2 (approx),Chinese,Pizza,Continental
On The Rockz,,New Town,24 Parganas North,"1,300 for 2 (approx)",Chinese,,
